# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\Network Action Predictor
# DB Description,Omnibox Predictions
# Table,network_action_predictor
# Table Description,network_action_predictor
# Total Rows in DB,246
# Export Timestamp,2026-04-02 09:56:07 UTC
# MD5 Hash of Source DB,ee814f1faae1df7d51f663aaad1eb2c2

id,user_text,url,number_of_hits,number_of_misses,url__DOMAIN,url__CATEGORY
50a61d9d-ff8a-4e18-9a06-6ab762468104,ch,https://chat.deepseek.com/,1,95,chat.deepseek.com,HTTPS
4a2d84aa-271c-48f2-9712-1f81171f209e,cha,https://chat.deepseek.com/,1,22,chat.deepseek.com,HTTPS
13d98984-7e94-4277-917f-57a119a7d5ae,chq,https://chatgpt.com/,1,0,chatgpt.com,HTTPS
57417711-efbb-418f-8445-d576b026aede,https://github.com/ethic-bakeery/anomix,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
636f1c89-1363-4318-bdd7-375e17b029da,github.com,https://github.com/ethic-bakeery/anomix,1,1,github.com,HTTPS
fb8e6ca7-89d1-4416-876e-376dad1bd7c5,github.com/,https://github.com/ethic-bakeery/anomix,1,1,github.com,HTTPS
cbb67aff-42f6-498c-8131-17c114e84bed,github.com/e,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
6ee7bbe7-6872-4ac0-b37a-c195f1473fe7,github.com/et,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
2d00c9c1-5b8d-4816-baa0-8221f3b6cadf,github.com/eth,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
15723bb2-389c-4f06-8d6d-4be85e867fa0,github.com/ethic-bakeery,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
83fcb16d-4cb6-4ba6-8fa9-a35ef3e5ca56,github.com/ethic-bakeery/,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
7d946f11-6866-466f-b38d-bca3ba586f4e,github.com/ethic-bakeery/a,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
450eb609-399c-4782-8e4e-2833547b5e26,github.com/ethic-bakeery/an,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
098a9c10-9864-400b-b365-755a57f7b7de,g,https://github.com/ethic-bakeery/anomix,3,16,github.com,HTTPS
6eb29ace-2078-4e76-a95f-eaa8248c67c3,an,https://github.com/ethic-bakeery/anomix,3,2,github.com,HTTPS
31f2aced-a472-4c66-a9eb-c1ef8a2edf2d,https://dssdeployer.ega.ae/templates.js,https://dssdeployer.ega.ae/templates.js,1,0,dssdeployer.ega.ae,HTTPS
d3fd7aaf-ab41-400c-8266-4c84a85add8a,is,https://iach.srmist.edu.in/Connect/PortalMain,1,5,iach.srmist.edu.in,HTTPS
b4f3b99b-747a-4f9e-94b3-3381e61ee1d0,a,https://github.com/ethic-bakeery/anomix,2,13,github.com,HTTPS
69cbfffd-32e5-4171-a844-7091f982ce77,o,https://www.overleaf.com/project/68a695c7454aaeec06f40835,0,4,www.overleaf.com,HTTPS
9198faa4-56a5-49c6-8a50-77c2f0031419,on,https://www.overleaf.com/project/68a695c7454aaeec06f40835,0,1,www.overleaf.com,HTTPS
19f4794d-41cb-432d-867b-3e6fa7ea0607,ms w,https://word.cloud.microsoft/,6,0,word.cloud.microsoft,HTTPS
0c19018b-cb5f-430b-8156-52a2ba107f05,cy,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
7d4c9992-7cbb-46ef-b510-125a1bbd55b4,cyb,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
16c1c911-a413-49b2-becb-e4a6f3f6d6fe,cybw,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
cb291ed2-5032-41c6-997c-63756950e0f5,cybwe,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
ce81f215-cada-4017-843a-a32ee75cbc13,cybe,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
f3189787-d9b9-4c9e-80a0-b5a18ca21645,cyber,https://www.cybermacs.eu/form/document_page.php,1,0,www.cybermacs.eu,HTTPS
933c54c1-780f-430d-afee-33f23ef3a260,vir,https://www.virustotal.com/,4,0,www.virustotal.com,HTTPS
42b3f7cc-0eb8-4788-87f6-eb9880d115b6,viru,https://www.virustotal.com/,3,0,www.virustotal.com,HTTPS
7ac80d0d-cd9c-45e9-af0a-220b0dbaa59f,v,https://www.virustotal.com/,3,9,www.virustotal.com,HTTPS
b91070e3-885a-488d-a0d2-365abb8018cd,vi,https://www.virustotal.com/,3,1,www.virustotal.com,HTTPS
d5e6540a-968d-4435-9b24-6b2ecd988d70,ano,https://github.com/ethic-bakeery/anomix,2,0,github.com,HTTPS
774c97fd-6ff7-4b15-ad10-ed50f49b98ba,anomix,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
1f831f10-3ced-4150-917d-20b144cfc5b5,virus,https://www.virustotal.com/,2,0,www.virustotal.com,HTTPS
d50736f7-d85a-4326-ad29-062aaf681d5e,anom,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
ee2bcdb6-fff8-4de3-af2b-f1e29675b3e5,mi,https://word.cloud.microsoft/,0,1,word.cloud.microsoft,HTTPS
94cc9a4b-340b-4524-933f-915e7f790888,micr,https://word.cloud.microsoft/,0,1,word.cloud.microsoft,HTTPS
90402daa-4798-41c9-98a3-7ba9d93524a6,micro,https://word.cloud.microsoft/,0,1,word.cloud.microsoft,HTTPS
a6069fe0-2fb5-4eae-b126-e326dfd042a4,micros,https://word.cloud.microsoft/,0,1,word.cloud.microsoft,HTTPS
66c2da23-b748-4c71-805e-3347ae2fd667,et,https://github.com/ethic-bakeery/anomix,3,4,github.com,HTTPS
5e49db67-05f6-459d-9a26-d05bdb77820d,eth,https://github.com/ethic-bakeery/anomix,3,3,github.com,HTTPS
b9e768ae-5457-4381-a792-34becaa67517,c,https://dashboard.convex.dev/,4,72,dashboard.convex.dev,HTTPS
a9eba0f8-0f0a-4e87-b5dd-a39e8273642a,co,https://dashboard.convex.dev/,4,7,dashboard.convex.dev,HTTPS
bab8db47-77e4-42fa-a4f7-af3a867bd79e,con,https://dashboard.convex.dev/,4,1,dashboard.convex.dev,HTTPS
60598e18-761e-4641-85aa-576f63057acd,conv,https://dashboard.convex.dev/,1,1,dashboard.convex.dev,HTTPS
3b6261c9-de5e-4dd4-9a01-cb9308aabc5f,ethi,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
a78fcca7-0635-497c-96c9-5398d4411dd8,ethic,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
03dcf44e-c3a6-42c8-ad9b-dd22b79611ab,https://impartial-gopher-34.convex.app/,https://impartial-gopher-34.convex.app/,2,0,impartial-gopher-34.convex.app,HTTPS
91158f7b-9ad3-457e-8eda-06eae4e66265,nu,https://impartial-gopher-34.convex.app/,0,2,impartial-gopher-34.convex.app,HTTPS
2d1fd2ae-02aa-48b1-841d-3ee2f1eebe10,e,https://github.com/ethic-bakeery/anomix,2,6,github.com,HTTPS
0bdd3509-5aeb-4952-8260-53659c35342c,ve,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,1,2,vercel.com,HTTPS
f6988755-2bee-4af6-8e11-a6ab81ce6657,ver,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,1,1,vercel.com,HTTPS
362348a2-55a7-4edb-8a91-4a7fb658a1ff,verc,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,1,1,vercel.com,HTTPS
f02bfbf0-e3c5-42a7-9350-d4e9e70eaf8b,verce,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,1,1,vercel.com,HTTPS
45336a95-f8dc-496a-a493-5a3222ce3ad9,nu,https://nura-dev-eight.vercel.app/,1,0,nura-dev-eight.vercel.app,HTTPS
4e8b1d69-5cce-49c0-9d67-7e922a56f30d,nur,https://nura-dev-eight.vercel.app/,1,0,nura-dev-eight.vercel.app,HTTPS
dddaed18-5d5f-4944-9abb-dcf8e246397f,nur,https://impartial-gopher-34.convex.app/,0,1,impartial-gopher-34.convex.app,HTTPS
7d631597-c22c-446e-969d-431f13044eb8,gi,https://github.com/ethic-bakeery/anomix,2,2,github.com,HTTPS
4c1f99c4-90e0-4bdc-8fef-4a321b96b1d6,ve,https://vercel.com/,1,0,vercel.com,HTTPS
fa94585a-947a-411a-9405-b3d5bcaa6c8a,git,https://github.com/ethic-bakeery/anomix,1,2,github.com,HTTPS
b13f271e-d840-4313-ba84-da96dbba640b,ms,https://word.cloud.microsoft/,7,0,word.cloud.microsoft,HTTPS
db959426-afa3-4cc4-8a4c-12a96ac6de95,n,https://nura-dev-eight.vercel.app/,0,10,nura-dev-eight.vercel.app,HTTPS
213ad5bf-f33b-48b6-8970-a0994d01a39a,nr,https://nura-dev-eight.vercel.app/,0,1,nura-dev-eight.vercel.app,HTTPS
8c5ec3dc-3df1-4c71-91f4-bbc57bbed588,m,https://word.cloud.microsoft/,6,10,word.cloud.microsoft,HTTPS
967fb5b3-67a0-496f-afc7-1ea895ec9d77,ms,https://word.cloud.microsoft/,6,0,word.cloud.microsoft,HTTPS
3c7f9ade-4865-47f7-9c9b-0b733f6037ba,ms wo,https://word.cloud.microsoft/,3,0,word.cloud.microsoft,HTTPS
2cb85bce-8b9f-49cf-bb3c-463f8d16307c,ms wor,https://word.cloud.microsoft/,2,0,word.cloud.microsoft,HTTPS
4ce3a56a-336f-4b62-97f5-bd29e4d25af3,ms word,https://word.cloud.microsoft/,2,0,word.cloud.microsoft,HTTPS
9981a5c2-1765-4de9-9c83-782d631818b8,t,https://tryhackme.com/,2,2,tryhackme.com,HTTPS
6f9cb07f-4696-4937-924a-1070d71223c5,tr,https://tryhackme.com/,2,0,tryhackme.com,HTTPS
a3775da4-45bc-44ec-944e-52cdd6ca4980,try,https://tryhackme.com/,1,0,tryhackme.com,HTTPS
0c88cc33-57b0-4a52-b556-266ff934df64,tryh,https://tryhackme.com/,1,0,tryhackme.com,HTTPS
a0b9244d-4cc6-4502-9031-81ed9cc81efb,p,https://www.cybermacs.eu/form/document_page.php,0,4,www.cybermacs.eu,HTTPS
1fa09049-130c-4b13-bb71-2ba1a3e0e3ee,https://github.com/digitalsleuth/,https://github.com/digitalsleuth/,1,0,github.com,HTTPS
29946ba7-9852-4986-8901-02503d06068b,b,https://bakeery-portfolio.vercel.app/,5,6,bakeery-portfolio.vercel.app,HTTPS
afa8de57-6cb5-4939-8e18-4bc57cc6a852,ba,https://bakeery-portfolio.vercel.app/,5,2,bakeery-portfolio.vercel.app,HTTPS
61108384-3efb-4cdc-a29b-89e79a0bb630,https://github.com/ethic-bakeery,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
8a147ac2-029c-4383-ba92-bf35a4861d91,https://github.com/ethic-bakeer,https://github.com/ethic-bakeery/anomix,1,0,github.com,HTTPS
e4e2cef4-bacb-4a4e-b301-bf305b17492d,https://www.mcgill.ca/gradapplicants/program/,https://www.mcgill.ca/gradapplicants/program/,1,0,www.mcgill.ca,HTTPS
0cdeeeea-6c1e-4d9d-be2c-96656b4408b7,l,https://www.linkedin.com/,2,1,www.linkedin.com,HTTPS
fc29a9dc-f1dc-4772-8037-0c9e64826156,li,https://www.linkedin.com/,2,1,www.linkedin.com,HTTPS
09656cb9-2f89-4592-99da-b6dcfef8acaa,https://tryhackme.com:/room/androidhacking101,https://tryhackme.com/room/androidhacking101,1,0,tryhackme.com,HTTPS
4a76b23e-0330-49a2-abbf-1c3047b17bb9,https://tryhackme.com/room/androidhacking101,https://tryhackme.com/room/androidhacking101,1,0,tryhackme.com,HTTPS
fb2c9db2-00e8-438a-b29c-db8cdcf5d10c,https://github.com/ethic-bakeery/sqlite-forensic-exporter,https://github.com/ethic-bakeery/sqlite-forensic-exporter,1,0,github.com,HTTPS
14c8ef75-d531-498a-be20-b3c1c41a6035,192.168.56.106,http://192.168.56.106/,1,0,192.168.56.106,HTTP
aa762651-9ffe-4a0c-ba66-f3d4081e1113,192.168.56.106:,http://192.168.56.106/,1,0,192.168.56.106,HTTP
8275373b-87f6-4841-9b4c-759b31369392,192.168.56.106:80,http://192.168.56.106/,1,0,192.168.56.106,HTTP
4317a57a-46f4-490f-95b8-f53e03c0b1fb,ht,https://impartial-gopher-34.convex.app/,0,1,impartial-gopher-34.convex.app,HTTPS
f95471b7-b1a7-4815-a3b0-69acd260dd31,ht,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
d7557b9e-a3d5-46b9-884d-09d58da821fb,ht,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
c5d5efcb-ba63-4817-8a42-e9a73182a977,htt,https://impartial-gopher-34.convex.app/,0,1,impartial-gopher-34.convex.app,HTTPS
19a37ee3-f561-41f8-a500-bdc34f7c4fd3,htt,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
df15daf8-db00-447c-895f-faffdfd82ab5,htt,https://github.com/ethic-bakeery/anomix,0,1,github.com,HTTPS
61b5c239-a78f-49da-a126-cd3594c5f510,htt,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
87ddcd0b-203a-44d8-875d-354db1688bb9,http,https://impartial-gopher-34.convex.app/,0,1,impartial-gopher-34.convex.app,HTTPS
b107282d-5e2c-420f-accb-f2fa8ba5f1c0,http,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
473ff840-19a5-4956-a764-cf53d81b92c8,http,https://github.com/ethic-bakeery/anomix,0,1,github.com,HTTPS
6baa1842-4623-4dbd-8161-1a0bc8e6efeb,http,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
c83a87ae-e0e2-4eb1-88fd-261d4bfd5d4b,http,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,0,1,vercel.com,HTTPS
8db40f5a-8a96-49bd-8e42-7a257ee3c0af,httpl,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
5c82fece-a17b-4cf1-af25-5289c129848f,httpl,https://github.com/ethic-bakeery/anomix,0,1,github.com,HTTPS
d887cace-0cd6-4bea-b537-9694d7104e2b,httpl,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
1669fbe4-53f5-46fd-afb5-7d42f7097ba8,http:,http://192.168.56.106/,0,1,192.168.56.106,HTTP
53a67ccf-a1a0-44ec-85aa-bdc337642456,http:,https://chatgpt.com/,0,1,chatgpt.com,HTTPS
c7baf7bb-fbc0-41b9-81dd-ecf754129f42,http:,https://chat.deepseek.com/,0,1,chat.deepseek.com,HTTPS
e70c6cc1-cca4-435a-88ca-28ada3ef6d48,http:/,http://192.168.56.106/,0,1,192.168.56.106,HTTP
25ce0aa2-5f4a-45ff-8875-c54d94fef223,http://,http://192.168.56.106/,0,1,192.168.56.106,HTTP
b6b10c85-3fda-4494-8b25-30d3360f17fd,http://1,http://192.168.56.106/,0,1,192.168.56.106,HTTP
ca633051-cfab-4ddb-b280-697b0f27b572,http://19,http://192.168.56.106/,0,1,192.168.56.106,HTTP
a24f7b1e-ae0a-494c-bb09-073c834725dc,http://192,http://192.168.56.106/,0,1,192.168.56.106,HTTP
3d1a8b06-16c4-4e9c-9d6c-366622b9a4a1,http://192.,http://192.168.56.106/,0,1,192.168.56.106,HTTP
b10ef342-ec32-479e-a374-7f78bbdf087e,192.168.186.129,http://192.168.186.129/,1,0,192.168.186.129,HTTP
a0395349-ef70-4f75-a091-1da098863a41,n,https://www.notion.so/,7,1,www.notion.so,HTTPS
20502ec3-cdbc-4147-aad3-1d860b57e779,ns,https://www.notion.so/,0,1,www.notion.so,HTTPS
b62bada1-8baf-47e6-948d-8ed649cd80cd,ns,https://nura-dev-eight.vercel.app/,0,1,nura-dev-eight.vercel.app,HTTPS
4f5aa55b-1db2-4b09-87d1-c172929e1876,w,https://word.cloud.microsoft/,0,7,word.cloud.microsoft,HTTPS
d93c1151-a506-4800-bf1a-064e14678fab,wh,https://word.cloud.microsoft/,0,5,word.cloud.microsoft,HTTPS
0fdb9b29-a544-4e10-9401-f2d8080dc353,wh,https://www.deepseek.com/en,0,5,www.deepseek.com,HTTPS
11f169a0-5da6-4051-9553-0ca24b97bfa1,no,https://www.notion.so/,5,0,www.notion.so,HTTPS
58567588-528c-4e7e-b08e-bcee9c553131,no,https://nura-dev-eight.vercel.app/,0,5,nura-dev-eight.vercel.app,HTTPS
e1e1a043-7f92-4ef0-83cb-ca91991cc02b,not,https://www.notion.so/,3,0,www.notion.so,HTTPS
d35640cd-68d6-4ea5-954f-f91785658821,https://www.studocu.com/in/document/srm-institute-of-science-and-technology/fiber-optics-and-optoelectronics/may2022-mcqs/94653150,https://www.studocu.com/in/document/srm-institute-of-science-and-technology/fiber-optics-and-optoelectronics/may2022-mcqs/94653150,1,0,www.studocu.com,HTTPS
7131ac7f-a5bd-4d11-a9e3-4af97d85dd57,te,https://tryhackme.com/,0,1,tryhackme.com,HTTPS
8228bcb4-275f-45c7-bd67-5794ffd6af53,te,https://dssdeployer.ega.ae/templates.js,0,1,dssdeployer.ega.ae,HTTPS
3db97f03-36ea-4a89-95f6-074defb72c61,y,https://youtube.com/,1,1,youtube.com,HTTPS
8ee6660e-c0df-4f5e-b9ef-975cce504792,yo,https://youtube.com/,1,0,youtube.com,HTTPS
7edf7566-0aad-466e-8954-ab6c3566391b,you,https://youtube.com/,1,0,youtube.com,HTTPS
8461ca13-56f1-4a5d-a6fb-4b7166cd6555,is,https://impartial-gopher-34.convex.app/,0,2,impartial-gopher-34.convex.app,HTTPS
b323b102-0ff3-443e-8e67-03d46d6e3b6a,is s,https://iach.srmist.edu.in/Connect/PortalMain,0,1,iach.srmist.edu.in,HTTPS
ab82ffdc-e575-434a-bc34-6b1eb7ce2a2d,https://github.com/ciscodevnet/dne-dna-code,https://github.com/CiscoDevNet/dne-dna-code,1,0,github.com,HTTPS
cd500cc4-1c81-4c32-8c34-4ca2fd6aae1c,https://developer.cisco.com/sandbox.html,https://developer.cisco.com/sandbox.html,1,0,developer.cisco.com,HTTPS
7ce70e11-8533-4d88-87ce-8b4e64077392,192.168.186.128/,http://192.168.186.128/,3,0,192.168.186.128,HTTP
f55a1131-f91a-49bc-b968-ed96157c0084,192.168.186.128,http://192.168.186.128/,4,0,192.168.186.128,HTTP
3fe2111c-6b0b-4d95-b8f4-2e67d2995243,https://bakeery-wtf-4621880.postman.co/,https://bakeery-wtf-4621880.postman.co/,1,0,bakeery-wtf-4621880.postman.co,HTTPS
97552be1-682d-4163-bb15-6b1474412fa1,https://bakeery-wtf-4621880.postman.co,https://bakeery-wtf-4621880.postman.co/,1,0,bakeery-wtf-4621880.postman.co,HTTPS
aa1e6aaa-bab2-4046-a7ac-4b3a71a31126,http://192.168.186.128/v2/version,http://192.168.186.128/v2/version,1,0,192.168.186.128,HTTP
7ca3fbde-6588-4395-b0cf-560981710945,po,https://www.postman.com/product/api-client/,1,1,www.postman.com,HTTPS
ed4aa776-14b6-4e16-99a6-59d57b8ee140,192.168.186.128/v2/projects,http://192.168.186.128/v2/projects,1,0,192.168.186.128,HTTP
71a3faab-318f-411f-857d-c6dbac1141c1,192.168.186.128/static/web-ui/server/1/project/,http://192.168.186.128/static/web-ui/server/1/project/,1,0,192.168.186.128,HTTP
5295bd16-6819-4efb-864f-0f618187ac80,192.168.186.128:,http://192.168.186.128/,1,0,192.168.186.128,HTTP
c50be11a-d65e-4dfe-9872-93cfea6466bd,w,http://192.168.186.128/static/web-ui/servers,0,2,192.168.186.128,HTTP
8960ded5-2fe3-43a3-bc87-3ab7727919d4,wh,https://www.notion.so/,0,3,www.notion.so,HTTPS
30b78e78-9c0c-427c-b225-8660fa2176e0,s,http://192.168.186.128/static/web-ui/servers,0,7,192.168.186.128,HTTP
eae33ac6-c986-4372-ae33-92df79dca537,sa,https://www.studocu.com/in/document/srm-institute-of-science-and-technology/fiber-optics-and-optoelectronics/may2022-mcqs/94653150,0,1,www.studocu.com,HTTPS
affe2d08-eb3e-4254-8643-7731ad7840d7,1,http://192.168.186.128/,3,0,192.168.186.128,HTTP
13ff61e2-cae7-4531-b338-5019df267e03,12,http://192.168.186.128/,2,0,192.168.186.128,HTTP
c362cf92-e18a-4d03-a2c9-0f381a33685e,19,http://192.168.186.128/,1,0,192.168.186.128,HTTP
6a25f224-0a29-4f75-b6df-c4172d4e28a5,j,https://dssdeployer.ega.ae/templates.js,0,2,dssdeployer.ega.ae,HTTPS
bf3afba3-e27a-4d32-bbb1-4ac3528f09e2,p,https://www.postman.com/product/api-client/,0,1,www.postman.com,HTTPS
8d074c64-de73-4441-aa47-8b2ee65a5709,pos,https://www.postman.com/product/api-client/,0,1,www.postman.com,HTTPS
f060c91c-e401-4ded-ab9c-5ed59f6cf7fa,pos,https://www.postman.com/downloads/postman-agent/,1,0,www.postman.com,HTTPS
f2bcf07d-79af-4062-8737-a5c7ac24ecc5,v,http://192.168.186.128/v2/version,0,3,192.168.186.128,HTTP
7da999fc-ef6c-4e78-8e04-4a88d1a09708,v,https://vercel.com/,0,3,vercel.com,HTTPS
84ea2acc-2f8d-463e-aa95-dc72ebf2dc5c,v,https://vercel.com/login/v0?next=%2Fapi%2Fvercel-auth%3FredirectUrl%3Dhttps%253A%252F%252Fv0.app%252Fapi%252Fauth%252Fcallback%26qs%3D%26clientId%3Dv0%26state%3D1SXIDqg4zqfMRbI7sd3hCR31p3.AYAbbdDGtlFct23D,0,3,vercel.com,HTTPS
2b5d7b8f-8bb2-43fe-b38a-c82a6f75ff09,v,https://v0.app/,0,3,v0.app,HTTPS
096f7655-37bd-468b-964c-b3b5e7fda125,vb,https://v0.app/,0,1,v0.app,HTTPS
74f61d9e-0d0f-4cd8-b4fd-e229329baebf,ii,https://iach.srmist.edu.in/Connect/PortalMain,0,1,iach.srmist.edu.in,HTTPS
0eb2730f-748e-4d50-b744-df650161dc5f,ii,https://impartial-gopher-34.convex.app/,0,1,impartial-gopher-34.convex.app,HTTPS
0ae420f0-a7cd-42ac-8bdf-9080b7ba2cd9,vi,https://vercel.com/,0,1,vercel.com,HTTPS
db53d969-a16f-4f61-8940-5eaf8d77551e,vi,https://www.virustotal.com/gui/,0,1,www.virustotal.com,HTTPS
8e73d7bf-310b-452d-9958-fc69ab2fa4f5,vir,https://www.virustotal.com/gui/,0,1,www.virustotal.com,HTTPS
26afb00e-ae42-469e-8c6c-03dcae5c4df1,viru,https://www.virustotal.com/gui/,0,1,www.virustotal.com,HTTPS
24024117-d665-4ec9-bacb-c71d390fd182,virus,https://www.virustotal.com/gui/,0,1,www.virustotal.com,HTTPS
4887d9a0-7bdf-4a94-956f-60d494d69116,sy,https://www.studocu.com/in/document/srm-institute-of-science-and-technology/fiber-optics-and-optoelectronics/may2022-mcqs/94653150,0,1,www.studocu.com,HTTPS
a497136b-b1d0-4491-b15f-3f231e76f6c1,w,http://192.168.186.128/static/web-ui/bundled,0,3,192.168.186.128,HTTP
0f6aae83-46ab-4e3e-835d-3364f891f6e5,m,https://markdownlivepreview.com/,2,6,markdownlivepreview.com,HTTPS
af331cc5-90c9-4469-9717-bbda727dc63f,ma,https://markdownlivepreview.com/,2,0,markdownlivepreview.com,HTTPS
9cf9b29f-6e4c-4190-999d-9aab0997cd40,mar,https://markdownlivepreview.com/,2,0,markdownlivepreview.com,HTTPS
2ac208f3-bee2-4a11-a040-45ad57510eb2,mark,https://markdownlivepreview.com/,1,0,markdownlivepreview.com,HTTPS
9f7a3f77-97cd-43a8-bbb9-e52c442f2c4a,markd,https://markdownlivepreview.com/,1,0,markdownlivepreview.com,HTTPS
d177a496-05a8-47ad-9045-e33675091b55,e,https://github.com/ethic-bakeery/Portfolio,1,3,github.com,HTTPS
4b18d829-13f6-4770-86fb-68aaac51c9b2,et,https://github.com/ethic-bakeery/Portfolio,1,1,github.com,HTTPS
08dd9dbb-ec09-4b4b-9245-d110905deb36,et,https://github.com/ethic-bakeery?tab=repositories,1,1,github.com,HTTPS
2eb6e52d-31e6-4f4f-897c-1ce29357c9a5,eth,https://github.com/ethic-bakeery/Portfolio,1,1,github.com,HTTPS
aaf3dbe5-4dd8-4920-82cb-27e0da2f1e18,eth,https://github.com/ethic-bakeery?tab=repositories,1,1,github.com,HTTPS
