# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\Affiliation Database
# DB Description,Credential Affiliations
# Table,eq_class_groups
# Table Description,eq_class_groups
# Total Rows in DB,199
# Export Timestamp,2026-04-02 09:55:54 UTC
# MD5 Hash of Source DB,98f842308ecd3f8294f4be9e56674791

id,facet_uri,set_id,main_domain,change_password_url,main_domain__DOMAIN,main_domain__CATEGORY,change_password_url__DOMAIN,change_password_url__CATEGORY
4788,https://jm.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4789,https://cz.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4790,https://ng.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4791,https://ug.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4792,https://sv.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4793,https://mk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4794,https://me.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4795,https://ec.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4796,https://co.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4797,https://at.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4798,https://kw.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4799,https://dk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4800,https://il.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4801,https://si.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4802,https://pe.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4803,https://al.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4804,https://uy.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4805,https://ie.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4806,https://pk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4807,https://pr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4808,https://no.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4809,https://mt.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4810,https://es.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4811,https://bo.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4812,https://ua.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4813,https://tr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4814,https://qa.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4815,https://se.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4816,https://hr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4817,android://HHyBdiB3ewVpPgacfxkV6SNMBQet94KXQcn9AS6AzrYFnYwuQDHU5NaB7z6bXXuM7FeAhV1D4Qi0BcsLTl7isA==@com.linkedin.android.flagshipdev,1073,,,,,,
4818,https://np.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4819,https://linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4820,https://lb.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4821,https://ir.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4822,https://cy.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4823,https://ca.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4824,https://in.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4825,https://lu.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4826,https://ru.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4827,https://kr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4828,https://jp.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4829,https://tt.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4830,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.android,1073,,,,,,
4831,https://uk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4832,https://ro.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4833,https://lk.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4834,https://mu.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4835,https://bh.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4836,https://au.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4837,android://pBowWSLvFMHp-Qulwesr2bSrcr9vsiPPhGed3xcXj5ZNJccRGvbP7pPFSqeoQ8NHooDFe29iIWzU_fETWE2UpQ==@com.linkedin.recruiter,1073,,,,,,
4838,https://is.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4839,https://cn.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4840,https://www.linkedin-ei.com,1073,linkedin-ei.com,,linkedin-ei.com,Other,,
4841,https://mx.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4842,https://rs.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4843,https://ve.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4844,https://www.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4845,https://sg.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4846,https://ae.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4847,https://tn.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4848,https://ph.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4849,https://gh.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4850,https://it.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4851,https://bg.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4852,https://eg.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4853,https://gr.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4854,https://dz.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4855,https://kz.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4856,https://ke.linkedin.com,1073,linkedin.com,https://www.linkedin.com/mypreferences/d/change-password,linkedin.com,Other,www.linkedin.com,HTTPS
4857,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.onenote,1074,,,,,,
4858,https://login.live.com,1074,live.com,,live.com,Other,,
4859,android://FZb6GoDtRkUAyIRGPmK_ElVvWfhRIrJ-6a41YTz9Yny9siTuIEuRKn4DNNTU-WJfASM990sC3ts9c6oqo-XvuA==@com.microsoft.sharepoint,1074,,,,,,
4860,https://login.microsoftonline.com,1074,login.microsoftonline.com,,login.microsoftonline.com,Other,,
4861,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.teams,1074,,,,,,
4862,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.officehubrow,1074,,,,,,
4863,android://J_dl5IdyW6t6uYAqNR18DVAsNTcl-jM_GCZXtpHbGIZHroKaa8R3PF1GauXwdJdpCszjzutZyD1GhLE5Ro6cfw==@com.skype.raider,1074,,,,,,
4864,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.outlook,1074,,,,,,
4865,https://outlook.live.com,1074,live.com,,live.com,Other,,
4866,https://skype.com,1074,skype.com,,skype.com,Other,,
4867,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.excel,1074,,,,,,
4868,https://onenote.com,1074,onenote.com,,onenote.com,Other,,
4869,https://microsoftonline.com,1074,microsoftonline.com,,microsoftonline.com,Other,,
4870,https://signup.live.com,1074,live.com,,live.com,Other,,
4871,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.word,1074,,,,,,
4872,https://live.com,1074,live.com,,live.com,Other,,
4873,https://account.live.com,1074,live.com,,live.com,Other,,
4874,android://FZb6GoDtRkUAyIRGPmK_ElVvWfhRIrJ-6a41YTz9Yny9siTuIEuRKn4DNNTU-WJfASM990sC3ts9c6oqo-XvuA==@com.microsoft.skydrive,1074,,,,,,
4875,https://office.com,1074,office.com,,office.com,Other,,
4876,android://iPULpH0pq8ms1Qy7cOzGsVRQN7_zW4IbW-UKcajvtrTrzM5o5VcaghNEA1Ho4Wq7ay0efqqJcalxa8eHxVnHKA==@com.microsoft.office.powerpoint,1074,,,,,,
4877,https://microsoft.com,1074,microsoft.com,,microsoft.com,Other,,
4878,android://McN3PWbfVdV_mfkWiw_OfIL7801yLsqCMLzcdmz3cyKK7M81TjF_DvV6UvsXlhd-8MkJTUpxO_oALZnBQVe_oA==@com.microsoft.rdc.androidx,1074,,,,,,
4879,https://login.microsoft.com,1074,microsoft.com,,microsoft.com,Other,,
4880,https://customersso1.fortinet.com,1075,,,,,,
4881,https://support.fortinet.com,1075,,,,,,
4882,https://customersso1.fortinet.com,1076,,,,,,
4883,https://support.fortinet.com,1076,,,,,,
4884,https://future.mcgill.ca,1077,,,,,,
4885,https://ynhbuis9glth1iwfhgnmnmksc7xz29-00rw--50415--96435430.local-credentialless.webcontainer-api.io,1078,,,,,,
4886,https://ynhbuis9glth1iwfhgnmnmksc7xz29-00rw--50416--96435430.local-credentialless.webcontainer-api.io,1078,,,,,,
4887,https://intactfc.wd3.myworkdayjobs.com,1079,,,,,,
4888,https://ticket.own3r.me,1080,,,,,,
4889,https://app.letsdefend.io,1081,,,,,,
4890,https://www.emzsport.com,1082,,,,,,
4891,https://project-mct.vercel.app,1083,,,,,,
4892,https://my.oneforma.com,1084,,,,,,
4893,https://www.cybermacs.eu,1085,,,,,,
4894,https://iach.srmist.edu.in,1086,,,,,,
4895,https://od.globaluni.ru,1087,,,,,,
4896,https://id.cisco.com,1088,,,,,,
4897,https://ynhbuis9glth1iwfhgnmnmksc7xz29-00rw--50415--96435430.local-credentialless.webcontainer-api.io,1089,,,,,,
4898,https://ynhbuis9glth1iwfhgnmnmksc7xz29-00rw--50416--96435430.local-credentialless.webcontainer-api.io,1089,,,,,,
4899,https://warmhearted-dachshund-830.convex.app,1090,,,,,,
4900,https://tryhackme.com,1091,,,,,,
4901,https://preview-user-i-am-trying-to-deploy-a-nextj-kzmnxytkemwwpv1dyafk.vusercontent.net,1092,,,,,,
4902,https://login.sans.org,1093,,,,,,
4903,https://auth.openai.com,1094,,,,,,
4904,https://admissions.uakron.edu,1095,,,,,,
4905,https://crowdstrike.wd5.myworkdayjobs.com,1096,,,,,,
4906,https://www.ibm.com,1097,,,,,,
4907,https://www.superex.com,1098,,,,,,
4908,https://preview-user-i-am-trying-to-deploy-a-nextj-kzmj433etpo9lrfdj0wz.vusercontent.net,1099,,,,,,
4909,https://login.splunk.com,1100,,,,,,
4910,https://teamz-seven.vercel.app,1101,,,,,,
4911,https://urlscan.io,1102,,,,,,
4912,https://ghe.com,1103,ghe.com,,ghe.com,Other,,
4913,https://github.com,1103,github.com,,github.com,Other,,
4914,android://75fFQw8IgwQgxYksIsQqhsWOlJwQQvLIfeeaDlF8pobthPElRLoTtv2jLqhtwjidO9UXInszo8OGK44qY7aYYg==@com.github.android,1103,,,,,,
4915,https://pre.cac.gov.ng,1104,,,,,,
4916,android://p4L5nOwT7htAbV9zlzst3GCQyAC0eC6ohafDR83mhQLBBPEDLEjK_J6Ntpm4MhSavLBaxbgw7JWSS-o-T1SO5w==@com.realtimeboard,1105,,,,,,
4917,https://realtimeboard.com,1105,realtimeboard.com,,realtimeboard.com,Other,,
4918,https://mobile.realtimeboard.com,1105,realtimeboard.com,,realtimeboard.com,Other,,
4919,https://miro.com,1105,miro.com,,miro.com,Other,,
4920,https://erasmusintern.org,1106,,,,,,
4921,https://www.abuseipdb.com,1107,,,,,,
4922,https://www.9th.africa,1108,,,,,,
4923,https://idp.eu.safenetid.com,1109,,,,,,
4924,https://account.hackthebox.com,1110,,,,,,
4925,https://forum.hackthebox.com,1110,,,,,,
4926,https://dges.ca,1111,,,,,,
4927,https://sso2.agora.io,1112,,,,,,
4928,https://auth.netacad.com,1113,,,,,,
4929,https://account.hackthebox.com,1114,,,,,,
4930,https://forum.hackthebox.com,1114,,,,,,
4931,https://web.metatrader.app,1115,,,,,,
