# BROWSER FORENSIC EXPORT
# Source DB,C:\Users\cryfo\OneDrive\Documents\Desktop\Browser\History
# DB Description,Browsing History & Downloads
# Table,context_annotations
# Table Description,context_annotations
# Total Rows in DB,8637
# Export Timestamp,2026-04-02 09:55:58 UTC
# MD5 Hash of Source DB,51e141f58bb3628ad263c1aeb53c797a

visit_id,context_annotation_flags,duration_since_last_visit,page_end_reason,total_foreground_duration,browser_type,window_id,tab_id,task_id,root_task_id,parent_task_id,response_code,visit_id__HUMAN,visit_id__FORMAT,duration_since_last_visit__HUMAN,duration_since_last_visit__FORMAT,page_end_reason__HUMAN,page_end_reason__FORMAT
21,0,12644850,6,7186315,1,1399631277,1399631283,13399471280636551,-1,13399471287731560,200,,unknown,,unknown,,unknown
22,0,-1000000,4,7900995,1,1399631277,1399631284,13399471319676358,13399471319676358,-1,200,,unknown,,null,,unknown
23,0,-1000000,4,21890434,1,1399631277,1399631284,13399471332267601,13399471319676358,13399471319676358,200,,unknown,,null,,unknown
24,0,-1000000,1,181588031,1,1399631277,1399631284,13399471352690055,13399471319676358,13399471332267601,200,,unknown,,null,,unknown
26,0,-1000000,3,155712390,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471499673578,200,,unknown,,null,,unknown
27,0,8582939,0,-1000000,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471533451192,0,,unknown,,unknown,,null
28,0,-1000000,0,-1000000,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471533451192,0,,unknown,,null,,null
29,0,-1000000,0,-1000000,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471533451192,0,,unknown,,null,,null
30,0,-1000000,0,-1000000,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471533451192,0,,unknown,,null,,null
31,0,-1000000,0,-1000000,1,1399631277,1399631287,13399471533451192,13399471499673578,13399471533451192,0,,unknown,,null,,null
32,0,-1000000,4,14611717,1,1399631277,1399631287,13399471687181519,-1,13399471687181519,200,,unknown,,null,,unknown
33,0,-1000000,6,6957951,1,1399631277,1399631287,13399471701210815,-1,13399471687181519,200,,unknown,,null,,unknown
34,0,6069784,0,-1000000,1,1399631277,1399631287,13399471701210815,-1,13399471701210815,0,,unknown,,unknown,,null
41,0,-1000000,6,26626393,1,1399631277,1399631289,13399471723326195,13399471717377443,13399471717377443,200,,unknown,,null,,unknown
42,0,-1000000,0,-1000000,1,1399631277,1399631289,13399471723326195,13399471717377443,13399471723326195,0,,unknown,,null,,null
47,0,-1000000,4,151925665,1,1399631277,1399631290,13399471872788720,-1,13399471872788720,200,,unknown,,null,,unknown
48,0,-1000000,0,-1000000,1,1399631277,1399631290,13399471872788720,-1,13399471872788720,0,,unknown,,null,,null
49,1,671522961,2,28536957,1,1399631277,1399631284,13399471352690055,13399471352690055,13399471332267601,200,,unknown,2022-04-13 06:09:21 UTC,Apple Cocoa,,unknown
50,0,-1000000,0,-1000000,1,1399631277,1399631290,13399471872788720,-1,13399471872788720,0,,unknown,,null,,null
51,0,-1000000,0,-1000000,1,1399631277,1399631290,13399471872788720,-1,13399471872788720,0,,unknown,,null,,null
52,0,656974147,0,-1000000,1,1399631277,1399631290,13399471872788720,-1,13399471872788720,0,,unknown,2021-10-26 20:49:07 UTC,Apple Cocoa,,null
53,0,1241171833,4,13849898,1,1399631277,1399631284,13399471332267601,13399471352690055,13399471352690055,200,,unknown,2009-05-01 09:57:13 UTC,Unix s,,unknown
54,0,-1000000,2,24556915,1,1399631277,1399631284,13399472587252003,13399471352690055,13399471332267601,200,,unknown,,null,,unknown
55,0,37005282,6,479065921,1,1399631277,1399631284,13399471332267601,13399471352690055,13399472587252003,200,,unknown,,unknown,,unknown
56,0,-1000000,4,34749509,1,1399631291,1399631281,13399473060629201,13399471159485367,13399471159485367,200,,unknown,,null,,unknown
57,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473060629201,13399471159485367,13399473060629201,0,,unknown,,null,,null
58,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473093977158,13399471159485367,13399473060629201,403,,unknown,,null,,null
59,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473093977158,13399471159485367,13399473093977158,0,,unknown,,null,,null
60,0,204398,0,-1000000,1,1399631291,1399631281,13399473093977158,13399471159485367,13399473093977158,0,,unknown,,unknown,,null
62,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473097127629,13399471159485367,13399473093977158,403,,unknown,,null,,null
63,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473097127629,13399471159485367,13399473097127629,0,,unknown,,null,,null
64,0,3185658,0,-1000000,1,1399631291,1399631281,13399473097127629,13399471159485367,13399473097127629,0,,unknown,,unknown,,null
65,0,-1000000,0,-1000000,1,1399631291,1399631281,13399473097127629,13399471159485367,13399473097127629,0,,unknown,,null,,null
66,0,-1000000,6,52863057,1,1399631291,1399631281,13399473115670777,13399471159485367,13399473097127629,200,,unknown,,null,,unknown
67,0,-1000000,4,11184375,1,1399631277,1399631278,13399473184058798,13399471140179762,13399471182032776,200,,unknown,,null,,unknown
68,0,-1000000,0,-1000000,1,1399631277,1399631278,13399473184058798,13399471140179762,13399473184058798,0,,unknown,,null,,null
69,0,-1000000,0,-1000000,1,1399631277,1399631278,13399473184058798,13399471140179762,13399473184058798,0,,unknown,,null,,null
70,0,-1000000,2,3908087,1,1399631277,1399631278,13399473194296637,13399471140179762,13399473184058798,200,,unknown,,null,,unknown
71,0,8870195,0,-1000000,1,1399631277,1399631278,13399473184058798,13399471140179762,13399473194296637,200,,unknown,,unknown,,null
72,0,15434627,0,-1000000,1,1399631277,1399631278,13399473184058798,13399471140179762,13399473184058798,0,,unknown,,unknown,,null
73,0,17380819,0,-1000000,1,1399631277,1399631278,13399473184058798,13399471140179762,13399473184058798,0,,unknown,,unknown,,null
74,0,2012715455,2,3321302,1,1399631277,1399631278,13399471182032776,13399471140179762,13399473184058798,200,,unknown,2033-10-12 07:37:35 UTC,Unix s,,unknown
75,0,2062581284,4,40732140,1,1399631277,1399631278,13399471148877851,13399471140179762,13399471182032776,200,,unknown,2035-05-12 11:14:44 UTC,Unix s,,unknown
76,0,-1000000,6,156151330,1,1399631277,1399631294,13399473232391476,-1,13399473232391476,200,,unknown,,null,,unknown
77,0,-1000000,0,-1000000,1,1399631277,1399631294,13399473232391476,-1,13399473232391476,0,,unknown,,null,,null
78,0,-1000000,0,-1000000,1,1399631277,1399631294,13399473232391476,-1,13399473232391476,0,,unknown,,null,,null
79,0,-1000000,0,-1000000,1,1399631277,1399631295,13399473251916505,-1,13399473251916505,403,,unknown,,null,,null
80,0,-1000000,0,-1000000,1,1399631277,1399631295,13399473251916505,-1,13399473251916505,0,,unknown,,null,,null
81,0,150587,0,-1000000,1,1399631277,1399631295,13399473251916505,-1,13399473251916505,0,,unknown,,unknown,,null
82,0,-1000000,0,-1000000,1,1399631277,1399631295,13399473251916505,-1,13399473251916505,0,,unknown,,null,,null
83,0,-1000000,6,19056014,1,1399631277,1399631295,13399473272831627,-1,13399473251916505,200,,unknown,,null,,unknown
85,0,-1000000,4,12304702,1,1399631277,1399631296,13399473282039840,-1,13399473282039840,200,,unknown,,null,,unknown
86,0,-1000000,4,31264868,1,1399631277,1399631296,13399473293543456,-1,13399473282039840,200,,unknown,,null,,unknown
87,0,-1000000,6,63376326,1,1399631277,1399631296,13399473322774084,-1,13399473293543456,200,,unknown,,null,,unknown
88,0,56232096,0,-1000000,1,1399631277,1399631296,13399473322774084,-1,13399473322774084,0,,unknown,,unknown,,null
89,0,-1000000,2,19528595,1,1399631277,1399631290,13399473416845665,13399473416845665,-1,200,,unknown,,null,,unknown
90,0,875512391,6,441870798,1,1399631277,1399631290,13399471872788720,13399473416845665,13399473416845665,200,,unknown,2028-09-29 05:53:11 UTC,Apple Cocoa,,unknown
91,0,-1000000,4,11544651,1,1399631277,1399631278,13399473549900148,13399471140179762,13399471148877851,200,,unknown,,null,,unknown
92,0,-1000000,4,15816182,1,1399631277,1399631278,13399473561163931,13399471140179762,13399473549900148,200,,unknown,,null,,unknown
93,0,-1000000,2,434309050,1,1399631277,1399631278,13399473575186454,13399471140179762,13399473561163931,200,,unknown,,null,,unknown
94,0,447762581,4,23710595,1,1399631277,1399631278,13399473561163931,13399471140179762,13399473575186454,200,,unknown,2015-03-11 10:29:41 UTC,Apple Cocoa,,unknown
95,0,-1000000,2,60051905,1,1399631277,1399631278,13399474031297006,13399471140179762,13399473561163931,200,,unknown,,null,,unknown
96,0,-1000000,0,-1000000,1,1399631277,1399631299,13399474088215500,13399474088215500,-1,200,,unknown,,null,,null
97,0,-1000000,4,1874253,1,1399631277,1399631299,13399474096703181,13399474088215500,13399474088215500,200,,unknown,,null,,unknown
98,0,-1000000,6,94870753,1,1399631277,1399631299,13399474098390604,13399474088215500,13399474096703181,200,,unknown,,null,,unknown
99,0,1809199291,0,-1000000,1,1399631277,1399631290,13399471872788720,13399473416845665,13399471872788720,0,,unknown,2027-05-01 19:21:31 UTC,Unix s,,null
100,0,-1000000,0,-1000000,1,1399631277,1399631290,13399471872788720,13399473416845665,13399471872788720,0,,unknown,,null,,null
101,0,-1000000,6,12179535,1,1399631277,1399631302,13399474633514404,-1,13399474633514404,200,,unknown,,null,,unknown
102,0,1280362599,0,-1000000,1,1399631277,1399631290,13399471872788720,13399473416845665,13399471872788720,0,,unknown,2010-07-29 00:16:39 UTC,Unix s,,null
103,1,729821360,2,324700861,1,1399631277,1399631278,13399473561163931,13399471140179762,13399474031297006,200,,unknown,2024-02-17 00:09:20 UTC,Apple Cocoa,,unknown
104,0,922879130,0,-1000000,1,1399631277,1399631290,13399471872788720,13399473416845665,13399471872788720,0,,unknown,2030-03-31 11:18:50 UTC,Apple Cocoa,,null
105,0,-1000000,0,-1000000,1,1399631277,1399631290,13399471872788720,13399473416845665,13399471872788720,0,,unknown,,null,,null
106,0,1605106248,2,118977,1,1399631277,1399631278,13399473549900148,13399471140179762,13399473561163931,200,,unknown,2020-11-11 14:50:48 UTC,Unix s,,unknown
107,0,1943612867,4,11378084,1,1399631277,1399631278,13399471148877851,13399471140179762,13399473549900148,200,,unknown,2031-08-04 12:27:47 UTC,Unix s,,unknown
108,0,-1000000,0,-1000000,1,1399631277,1399631278,13399475166392451,13399471140179762,13399471148877851,403,,unknown,,null,,null
109,0,-1000000,0,-1000000,1,1399631277,1399631278,13399475166392451,13399471140179762,13399475166392451,0,,unknown,,null,,null
110,0,325894,0,-1000000,1,1399631277,1399631278,13399475166392451,13399471140179762,13399475166392451,0,,unknown,,unknown,,null
111,0,-1000000,0,-1000000,1,1399631277,1399631278,13399475166392451,13399471140179762,13399475166392451,0,,unknown,,null,,null
112,0,7941228,6,38028738,1,1399631277,1399631278,13399475174659573,13399471140179762,13399475166392451,200,,unknown,,unknown,,unknown
113,0,-1000000,0,-1000000,1,1399631277,1399631278,13399475174659573,13399471140179762,13399475174659573,0,,unknown,,null,,null
114,0,-1000000,0,-1000000,1,1399631277,1399631294,13399473232391476,-1,13399473232391476,0,,unknown,,null,,null
115,0,-1000000,4,17421978,1,1399631277,1399631307,13399475275485937,13399475275485937,-1,200,,unknown,,null,,unknown
117,0,-1000000,6,13212114,1,1399631277,1399631307,13399475292703302,13399475275485937,13399475275485937,200,,unknown,,null,,unknown
118,0,-1000000,0,-1000000,1,1399631277,1399631307,13399475292703302,13399475275485937,13399475292703302,0,,unknown,,null,,null
119,0,-1000000,6,358744133,1,1399631277,1399631309,13399475850299324,13399475850299324,-1,200,,unknown,,null,,unknown
120,0,-1000000,3,92492,2,1399631312,1399631311,13399475860841794,-1,13399475860841794,200,,unknown,,null,,unknown
122,0,-1000000,4,89886921,2,1399631312,1399631311,13399475861983066,-1,13399475861983066,200,,unknown,,null,,unknown
123,0,-1000000,0,-1000000,2,1399631312,1399631311,13399475861983066,-1,13399475861983066,0,,unknown,,null,,null
124,0,-1000000,0,-1000000,2,1399631312,1399631311,13399475861983066,-1,13399475861983066,0,,unknown,,null,,null
125,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,-1,0,,unknown,,null,,null
126,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,-1,0,,unknown,,null,,null
127,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,-1,0,,unknown,,null,,null
128,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
129,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
130,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
131,0,14084285,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,unknown,,null
132,0,1788485,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,unknown,,null
133,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
134,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
135,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
136,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
137,0,-1000000,4,19499762,1,1399631277,1399631313,13399476116938395,13399476116938395,-1,200,,unknown,,null,,unknown
138,0,-1000000,4,14653568,1,1399631277,1399631313,13399476136092274,13399476116938395,13399476116938395,200,,unknown,,null,,unknown
139,0,-1000000,4,7975513,1,1399631277,1399631313,13399476150689515,13399476116938395,13399476136092274,200,,unknown,,null,,unknown
140,0,-1000000,4,15560939,1,1399631277,1399631313,13399476158383356,13399476116938395,13399476150689515,200,,unknown,,null,,unknown
141,0,-1000000,4,0,1,1399631277,1399631313,13399476175829811,13399476116938395,13399476158383356,200,,unknown,,null,,unknown
142,0,-1000000,6,43756247,1,1399631277,1399631313,13399476187677069,13399476116938395,13399476175829811,200,,unknown,,null,,unknown
143,0,-1000000,4,3890632,1,1399631277,1399631314,13399476774732402,13399476774732402,-1,200,,unknown,,null,,unknown
144,0,-1000000,4,24412444,1,1399631277,1399631314,13399476785443335,13399476785443335,-1,200,,unknown,,null,,unknown
145,0,-1000000,2,1365032,1,1399631277,1399631314,13399476812774709,13399476785443335,13399476785443335,200,,unknown,,null,,unknown
146,0,28185671,0,-1000000,1,1399631277,1399631314,13399476785443335,13399476785443335,-1,200,,unknown,,unknown,,null
147,0,-1000000,4,3140109,1,1399631277,1399631315,13399476826862402,13399476826862402,-1,200,,unknown,,null,,unknown
148,0,-1000000,6,3139586,1,1399631277,1399631315,13399476829802509,13399476826862402,13399476826862402,200,,unknown,,null,,unknown
149,0,-1000000,4,187755973,1,1399631277,1399631316,13399476832604674,-1,13399476832604674,200,,unknown,,null,,unknown
150,0,-1000000,0,-1000000,1,1399631277,1399631316,13399476832604674,-1,13399476832604674,0,,unknown,,null,,null
151,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
152,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
153,0,9227426915,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,2262-05-28 22:08:35 UTC,Unix s,,null
154,0,9227428685,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,2262-05-28 22:38:05 UTC,Unix s,,null
155,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
156,0,-1000000,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,,null,,null
158,0,-1000000,0,-1000000,1,1399631277,1399631318,13399485735151632,-1,13399485735151632,200,,unknown,,null,,null
159,0,1508741086,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,2017-10-23 06:44:46 UTC,Unix s,,null
160,0,1508752758,0,-1000000,1,1399631277,1399631309,13399475850299324,13399475850299324,13399475850299324,0,,unknown,2017-10-23 09:59:18 UTC,Unix s,,null
161,0,-1000000,4,15615330,1,1399631277,1399631316,13399487364771165,13399487364771165,-1,200,,unknown,,null,,unknown
162,0,-1000000,6,95844428,1,1399631277,1399631316,13399487379948640,13399487364771165,13399487364771165,200,,unknown,,null,,unknown
164,0,-1000000,6,11327583,2,1399631321,1399631320,13399487384760676,-1,13399487384760676,200,,unknown,,null,,unknown
165,0,-1000000,0,-1000000,2,1399631321,1399631320,13399487384760676,-1,13399487384760676,0,,unknown,,null,,null
166,0,-1000000,0,-1000000,2,1399631321,1399631320,13399487384760676,-1,13399487384760676,0,,unknown,,null,,null
168,0,-1000000,3,166800206,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487469573382,200,,unknown,,null,,unknown
169,0,20195904,0,-1000000,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487477202672,0,,unknown,,unknown,,null
170,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487477202672,0,,unknown,,null,,null
171,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487477202672,0,,unknown,,null,,null
172,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487477202672,0,,unknown,,null,,null
173,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487477202672,13399487469573382,13399487477202672,0,,unknown,,null,,null
175,0,-1000000,4,52427269,1,1399631277,1399631322,13399487643016437,-1,13399487643016437,200,,unknown,,null,,unknown
176,0,47011160,0,-1000000,1,1399631277,1399631322,13399487643016437,-1,13399487643016437,0,,unknown,,unknown,,null
177,0,-1000000,4,12632556,1,1399631277,1399631322,13399487695067296,-1,13399487643016437,200,,unknown,,null,,unknown
178,0,5931081,0,-1000000,1,1399631277,1399631322,13399487695067296,-1,13399487695067296,0,,unknown,,unknown,,null
179,0,-1000000,4,11479634,1,1399631277,1399631322,13399487707426664,-1,13399487695067296,200,,unknown,,null,,unknown
180,0,-1000000,4,5105397,1,1399631277,1399631322,13399487718433332,13399487718433332,-1,200,,unknown,,null,,unknown
181,0,-1000000,4,320145324,1,1399631277,1399631322,13399487723296108,13399487718433332,13399487718433332,200,,unknown,,null,,unknown
182,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487723296108,13399487718433332,13399487723296108,0,,unknown,,null,,null
183,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487723296108,13399487718433332,13399487723296108,0,,unknown,,null,,null
184,0,-1000000,6,1991035,1,1399631277,1399631323,13399487817810860,-1,13399487817810860,200,,unknown,,null,,unknown
185,0,-1000000,0,-1000000,1,1399631277,1399631323,13399487817810860,-1,13399487817810860,0,,unknown,,null,,null
186,0,-1000000,0,-1000000,1,1399631277,1399631322,13399487723296108,13399487718433332,13399487723296108,0,,unknown,,null,,null
187,0,-1000000,6,3018862,1,1399631277,1399631325,13399487867576109,-1,13399487867576109,200,,unknown,,null,,unknown
188,0,-1000000,0,-1000000,1,1399631277,1399631325,13399487867576109,-1,13399487867576109,0,,unknown,,null,,null
189,0,-1000000,6,10805442,1,1399631277,1399631327,13399487947362482,-1,13399487947362482,200,,unknown,,null,,unknown
190,0,-1000000,6,9510138,1,1399631277,1399631329,13399488001615504,-1,13399488001615504,200,,unknown,,null,,unknown
191,0,-1000000,6,17126581,1,1399631277,1399631331,13399488052059646,-1,13399488052059646,200,,unknown,,null,,unknown
192,0,-1000000,6,339184086,1,1399631277,1399631333,13399488081015694,-1,13399488081015694,200,,unknown,,null,,unknown
193,0,-1000000,4,4453781,1,1399631277,1399631322,13399488334714221,13399488334714221,-1,200,,unknown,,null,,unknown
194,0,959012654,4,13934063,1,1399631277,1399631322,13399488338961294,13399488334714221,13399488334714221,200,,unknown,2031-05-23 16:24:14 UTC,Apple Cocoa,,unknown
196,0,-1000000,6,6040068,2,1399631335,1399631334,13399488347057450,-1,13399488347057450,200,,unknown,,null,,unknown
197,0,-1000000,0,-1000000,2,1399631335,1399631334,13399488347057450,-1,13399488347057450,0,,unknown,,null,,null
198,0,-1000000,0,-1000000,2,1399631335,1399631334,13399488347057450,-1,13399488347057450,0,,unknown,,null,,null
199,0,-1000000,4,131452450,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488338961294,200,,unknown,,null,,unknown
200,0,-1000000,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,null,,null
201,0,86066500,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,unknown,,null
202,0,-1000000,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,null,,null
203,0,-1000000,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,null,,null
204,0,6912429,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,unknown,,null
205,0,6598802,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,unknown,,null
206,0,15309309,0,-1000000,1,1399631277,1399631322,13399488352195348,13399488334714221,13399488352195348,0,,unknown,,unknown,,null
207,0,-1000000,4,1251846,1,1399631277,1399631336,13399488461089958,-1,13399488461089958,200,,unknown,,null,,unknown
208,0,-1000000,4,54899545,1,1399631277,1399631336,13399488461974351,-1,13399488461974351,200,,unknown,,null,,unknown
209,0,62444918,6,74538734,1,1399631277,1399631336,13399488516016075,13399488516016075,-1,200,,unknown,,unknown,,unknown
210,0,69072930,0,-1000000,1,1399631277,1399631336,13399488516016075,13399488516016075,13399488516016075,0,,unknown,,unknown,,null
211,0,-1000000,6,1236869379,1,1399631277,1399631337,13399488551053146,-1,13399488551053146,200,,unknown,,null,,unknown
212,0,-1000000,4,6456929,1,1399631277,1399631338,13399489669099995,13399489669099995,-1,200,,unknown,,null,,unknown
213,0,-1000000,2,26719584,1,1399631277,1399631338,13399489675361706,13399489669099995,13399489669099995,200,,unknown,,null,,unknown
214,0,32848854,0,-1000000,1,1399631277,1399631338,13399489669099995,13399489669099995,-1,200,,unknown,,unknown,,null
215,1,-1000000,2,71998563,1,1399631277,1399631338,13399489714033480,13399489669099995,13399489669099995,200,,unknown,,null,,unknown
216,0,-1000000,3,2141125287,1,1399631277,1399631339,13399489989770782,-1,13399489989770782,200,,unknown,,null,,unknown
217,0,515247192,0,-1000000,1,1399631277,1399631338,13399489669099995,13399489669099995,-1,200,,unknown,2017-04-30 12:13:12 UTC,Apple Cocoa,,null
218,0,-1000000,4,59917949,1,1399631277,1399631338,13399490220887702,13399489669099995,13399489669099995,200,,unknown,,null,,unknown
219,0,509025646,6,127505885,1,1399631277,1399631340,13399490223059126,13399490223059126,-1,200,,unknown,2017-02-17 12:00:46 UTC,Apple Cocoa,,unknown
220,0,-1000000,0,-1000000,1,1399631277,1399631338,13399490220887702,13399489669099995,13399490220887702,0,,unknown,,null,,null
221,0,23835396,0,-1000000,1,1399631277,1399631338,13399490220887702,13399489669099995,13399490220887702,0,,unknown,,unknown,,null
222,0,-1000000,0,-1000000,1,1399631277,1399631338,13399490220887702,13399489669099995,13399490220887702,0,,unknown,,null,,null
223,0,-1000000,0,-1000000,1,1399631277,1399631338,13399490220887702,13399489669099995,13399490220887702,0,,unknown,,null,,null
225,0,-1000000,6,4810431,2,1399631312,1399631311,13399490300034739,-1,13399475861983066,200,,unknown,,null,,unknown
226,0,-1000000,0,-1000000,2,1399631312,1399631311,13399490300034739,-1,13399490300034739,0,,unknown,,null,,null
227,0,-1000000,0,-1000000,2,1399631312,1399631311,13399490300034739,-1,13399490300034739,0,,unknown,,null,,null
228,0,-1000000,4,6161209,1,1399631277,1399631338,13399490330037269,13399490330037269,-1,200,,unknown,,null,,unknown
229,0,-1000000,4,13240089,1,1399631277,1399631338,13399490336041924,13399490330037269,13399490330037269,200,,unknown,,null,,unknown
230,0,-1000000,4,28930552,1,1399631277,1399631338,13399490349076127,13399490330037269,13399490336041924,200,,unknown,,null,,unknown
231,0,-1000000,0,-1000000,1,1399631277,1399631338,13399490349076127,13399490330037269,13399490349076127,0,,unknown,,null,,null
232,0,-1000000,4,14686235,1,1399631277,1399631338,13399490397050655,13399490397050655,-1,200,,unknown,,null,,unknown
233,0,-1000000,4,2524918,1,1399631277,1399631338,13399490411601433,13399490397050655,13399490397050655,200,,unknown,,null,,unknown
234,0,-1000000,4,21557585,1,1399631277,1399631338,13399490413978360,13399490397050655,13399490411601433,200,,unknown,,null,,unknown
235,0,-1000000,2,16378301,1,1399631277,1399631338,13399490435175560,13399490397050655,13399490413978360,200,,unknown,,null,,unknown
